Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000158286,RNF207,0.006074886460297016,-0.33454111189717306,0.8907142869094495,0.008456525399109337,0.6469006185109025,0.6345049399623157,0,-0.20920643250000204,1
ENSG00000116237,ICMT,0.02092460891880083,-0.7571917952858929,0.1250225309731142,0.04122556132065802,1.0695513018996223,0.0209523273974542,0,-2.126744272308029,0.2576675964107081
ENSG00000225077,LINC00337,0.00033749369223872307,-0.412543623898447,1,0,0.7249031305121765,1,0,3.545681069663467,1
ENSG00000158292,GPR153,0.004724911691342123,1.4943469717100717,0.2488516078640727,0.0010570656748886671,-1.1819874650963413,0.47095904439776726,0,0.5456810696634671,1
ENSG00000097021,ACOT7,0.026999495379097845,0.679378865542593,0.4767812398232589,0.01162772242377534,-1.1495659874039648,0.2297371411638694,0.042063541009968126,1.022119113606454,0.45761918035054666
ENSG00000271746,AL031848.2,0.008099848613729354,1.2313125658762782,0.2308579719633092,0.0031711970246660016,-0.9189530592625488,0.4157591949254563,0,-0.26167385239413665,1
ENSG00000069812,HES2,0.0016874684611936153,-2.412543623898447,0.007963805094140875,0.01162772242377534,2.7249031305121756,0.0028869796446143316,0,0.4582182284131271,1
ENSG00000187017,ESPN,0.0013499747689548923,-0.6755780297322413,0.8770023488450847,0,-1.0824517915454273,0.6010644547668874,0.012018154574276609,3.8087154754972614,0.09623289497374427
ENSG00000215788,TNFRSF25,0.17178428934951004,3.411884811518099,0.00000000000000010154980639852916,0.01585598512333001,-3.275096869487824,0.00000000000011223677393590367,0.012018154574276609,-2.905530042168862,0.026599952756405584
ENSG00000171680,PLEKHG5,0.007087367537013185,3.0468879947388503,0.013241155316809198,0,-2.73452848812512,0.037680027054488544,0,0.08624945102616977,1
ENSG00000162408,NOL9,0.14107236335578624,1.0503352963573191,0.003438581645421744,0.07505166291709538,-0.8296857211654616,0.042076687509462585,0.024036309148553217,-2.069028774451741,0.10609687169015485
ENSG00000204859,ZBTB48,0.03408686291611103,-0.8486427387051201,0.028844657395237283,0.06870926886776337,1.0550517322045065,0.0076906767573670315,0.018027231861414913,-0.8380232228105848,0.9045928422942202
ENSG00000162413,KLHL21,0.032061900762678695,-1.2705246190260184,0.0003066511018387562,0.09090764804042538,1.5828841256397488,0.000007757299048287266,0,-2.9621135705352293,0.07829124709443294
ENSG00000116273,PHF13,0.009112329690445523,-1.4631696969684143,0.03821203080785172,0.02642664187221668,1.4711465382663933,0.047533898360190695,0.018027231861414913,0.8177606151002674,0.7396036404960953
ENSG00000041988,THAP3,0.0350993439928272,0.0537743803240911,1,0.039111429970880685,0.25858512628963837,0.7621376021906932,0,-2.604066049841215,0.14703118106082588
ENSG00000007923,DNAJC11,0.032061900762678695,-0.28701274181458736,0.6598007365927895,0.04228262699554669,0.4530985150506499,0.4356153565486608,0.018027231861414913,-0.5417817715868729,1
ENSG00000228750,LINC01672,0.00033749369223872307,-0.412543623898447,1,0,0.7249031305121765,1,0,3.545681069663467,1
ENSG00000284744,AL591163.1,0.003712430614625954,0.17241887682270995,1,0.0031711970246660016,0.1399406297910195,1,0,0.6387904740549493,1
ENSG00000237436,CAMTA1-DT,0.00033749369223872307,-1.412543623898447,0.695329551208836,0.0010570656748886671,1.7249031305121765,0.6520138989567298,0,2.960718568942311,1
ENSG00000171735,CAMTA1,0.19338388565278833,-0.6780892488882906,0.039251348825974315,0.27906533817060813,0.4216048544646551,0.2994366161371771,0.4807261829710643,1.17472463884874,0.07614317268657789
ENSG00000269978,AL359881.1,0.00033749369223872307,-0.412543623898447,1,0,0.7249031305121765,1,0,3.545681069663467,1
ENSG00000049245,VAMP3,0.12048524812922413,-1.5360581603838008,0.000000009626815731893679,0.40485615348235954,1.802070991034636,0.00000000003626835597446272,0.036054463722829826,-2.180293740584762,0.07062593120269192
ENSG00000269925,Z98884.2,0.00033749369223872307,-0.412543623898447,1,0,0.7249031305121765,1,0,3.545681069663467,1
ENSG00000049246,PER3,0.016874684611936152,0.011954204629463838,1,0.017970116473107343,0.194388413813396,0.9512882149111648,0.006009077287138304,-0.5417817715868729,1
ENSG00000236266,Z98884.1,0,-2.412543623898447,0.4673388566766291,0.0010570656748886671,2.7249031305121765,0.4356153565486608,0,3.545681069663467,1
ENSG00000049247,UTS2,0.006412380152535738,1.9093844709889156,0.15214115147703489,0,-2.6674142922665833,0.07728281872678561,0.006009077287138304,1.2237529747761045,0.9326877829825955
ENSG00000049249,TNFRSF9,0.008437342305968076,-0.4125436238984461,0.7341599859198603,0.012684788098664006,0.7249031305121765,0.4338001872245993,0,-0.702246443780119,1
ENSG00000116288,PARK7,0.9510572247287217,-0.2791285054092654,0.45829635328532364,1.194484212624194,0.33058259659435246,0.4002963395763591,0.9253979022192989,-0.12546617752264408,1
ENSG00000284747,AL034417.4,0.0020249621534323384,-0.19015120256199936,1,0.0021141313497773343,0.5025107091757288,0.9627222933973628,0,1.375756068221155,1
ENSG00000284716,AL034417.3,0.0010124810767161692,-0.412543623898447,1,0.0010570656748886671,0.7249031305121765,1,0,2.2237529747761053,1
ENSG00000116285,ERRFI1,0.006074886460297016,0.8353838895451391,0.45838052425286696,0.0031711970246660016,-0.5230243829314096,0.7251022642073449,0,0.08624945102616977,1
ENSG00000238290,AL034417.2,0.0013499747689548923,-0.09061552901108527,1,0.0010570656748886671,0.40297503562481474,1,0,1.960718568942311,1
ENSG00000162426,SLC45A1,0.0006749873844774461,0.17241887682270907,1,0,0.1399406297910204,1,0,2.960718568942311,1
ENSG00000142599,RERE,0.17077180827279387,-0.19488601167203257,0.6663187685213882,0.2219837917266201,0.4403777700254832,0.2317043934722186,0.042063541009968126,-1.9401482390384377,0.11067374438145675
ENSG00000232912,RERE-AS1,0.005399899075819569,-0.13243570470571076,1,0.006342394049332003,0.4447952113194402,0.8763055749774176,0,0.02211911360645402,1
ENSG00000228423,AL357552.2,0.00033749369223872307,-0.412543623898447,1,0,0.7249031305121765,1,0,3.545681069663467,1
ENSG00000074800,ENO1,0.9679319093406578,-1.0992638289038974,0.000021392229117904392,2.3551423236519504,1.321073924710192,0.0000005191718648970755,0.4807261829710643,-1.4299015653572849,0.2240289000244046
ENSG00000230679,ENO1-AS1,0.006412380152535738,1.3244219702677595,0.22970276143267537,0.0021141313497773343,-1.0120624636540292,0.4356153565486608,0,0.08624945102616977,1
ENSG00000131686,CA6,0.011812279228355307,3.757381377543866,0.00033156325678391753,0,-3.4450218709301357,0.0025093139385279437,0,-0.6242439317788451,1
ENSG00000142583,SLC2A5,0.0016874684611936153,-0.412543623898447,1,0.0021141313497773343,0.7249031305121765,0.9129171957576897,0,1.545681069663467,1
ENSG00000180758,GPR157,0.011137291843877862,-0.4125436238984461,0.7017489753180232,0.016913050798218674,0.7249031305121756,0.36583365109095284,0,-1.0981751201112582,0.9255721677257643
ENSG00000228526,MIR34AHG,0,-3.7344717187858096,0.03238113419094541,0.0042282626995546685,4.046831225399538,0.02192027035462179,0,2.2237529747761053,1
ENSG00000234546,LNCTAM34A,0.0006749873844774461,-1.412543623898447,0.5168392449593643,0.0021141313497773343,1.7249031305121765,0.4555101585879299,0,2.2237529747761053,1
ENSG00000049239,H6PD,0.054673978142673135,-1.097238471204819,0.0006453550961057113,0.13741853773552673,1.409597977818549,0.000011930595909090029,0,-3.649075784758781,0.022895597932853555
ENSG00000171621,SPSB1,0.0033749369223872307,-1.2750401001485114,0.3507583740743957,0.0031711970246660016,-0.3625597107381635,1,0.036054463722829826,3.545681069663468,0.06354534377930424
ENSG00000284693,LINC02606,0,-2.412543623898447,0.4673388566766291,0,0.7249031305121765,1,0.006009077287138304,5.545681069663467,0.1393113126489747
ENSG00000171612,SLC25A33,0.0803234987528161,-0.5003615026898642,0.17527607639379372,0.13213320936108341,0.7952924584035741,0.022969478432019696,0.006009077287138304,-2.9621135705352293,0.034046920755253625
ENSG00000188807,TMEM201,0.015187216150742538,0.6515867135212687,0.42877977377282195,0.010570656748886673,-0.33922720690753927,0.8339754137893525,0,-1.2616738523941367,0.7134321556063729
ENSG00000171608,PIK3CD,0.12892259043519222,-0.24073397811119124,0.5834256300825781,0.16913050798218676,0.4411101645115849,0.26915146920563593,0.054081695584244735,-1.217199223253532,0.45192927730364335
