Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000010610,CD4,0.1800257370602123,-2.758204749200679,0.00000000000000000000000000435311775064623,1.2198777038867554,2.758204749200679,0.00000000000000000000000000435311775064623
ENSG00000250510,GPR162,0.0006133755947537046,-5.273220738191338,0.0000000000000016425253251259485,0.034666263474508414,5.273220738191338,0.0000000000000016425253251259485
ENSG00000110811,P3H3,0.0027601901763916704,-0.28832763058154676,1,0.0028107781195547362,0.28832763058154676,1
ENSG00000111664,GNB3,0,-2.6102557254689085,0.4471325050268593,0.0009369260398515787,2.6102557254689085,0.4471325050268593
ENSG00000111665,CDCA3,0.0012267511895074092,-0.8732901313027028,0.8756725658778989,0.0018738520797031573,0.8732901313027028,0.8756725658778989
ENSG00000111667,USP5,0.059190744893732494,-0.1600900027864629,0.8250543954240408,0.06558482278961052,0.1600900027864629,0.8250543954240408
ENSG00000111669,TPI1,0.6201227262959953,-1.6244486096438533,0.000000000496071117951643,1.9132029733769238,1.6244486096438533,0.000000000496071117951643
ENSG00000111671,SPSB2,0.013800950881958353,0.3283437298669476,0.823745517131181,0.010306186438367365,-0.3283437298669476,0.823745517131181
ENSG00000010626,LRRC23,0.023001584803263923,-0.7198802166434071,0.16239645881475145,0.03747704159406315,0.7198802166434071,0.16239645881475145
ENSG00000275703,U47924.3,0,-3.1952182261900646,0.15708211725071541,0.0018738520797031573,3.1952182261900646,0.15708211725071541
ENSG00000111674,ENO2,0.04170954044325191,2.902813856770461,0.0000010241650040320288,0.0046846301992578936,-2.902813856770461,0.0000010241650040320288
ENSG00000111676,ATN1,0.05765730590684823,0.49255508011486704,0.36887912876366336,0.04028781971361788,-0.49255508011486704,0.36887912876366336
ENSG00000111678,C12orf57,1.5806689076802967,2.9077197955695246,0.000000000000000025488202541792882,0.20987143292675364,-2.9077197955695246,0.000000000000000025488202541792882
ENSG00000272173,U47924.2,0.004293629163275932,2.2966348701396093,0.0986766651359545,0,-2.2966348701396093,0.0986766651359545
ENSG00000111679,PTPN6,0.23338941380378458,-2.1306862236474915,0.00000000000000017678776723247788,1.023123235517924,2.1306862236474915,0.00000000000000017678776723247788
ENSG00000257084,MIR200CHG,0,-2.6102557254689085,0.4471325050268593,0.0009369260398515787,2.6102557254689085,0.4471325050268593
ENSG00000215021,PHB2,0.5017412365085303,-0.20254379814417334,0.633942134690546,0.5771464405485724,0.20254379814417334,0.633942134690546
ENSG00000126749,EMG1,0.09568659278157791,0.10990751313276137,1,0.0880710477460484,-0.10990751313276137,1
ENSG00000111684,LPCAT3,0.028521965156047262,-1.888556887956013,0.00000001914941911834718,0.10587264250322839,1.888556887956013,0.00000001914941911834718
ENSG00000182326,C1S,0.002146814581637966,-0.6102557254689085,0.9470397622056691,0.0028107781195547362,0.6102557254689085,0.9470397622056691
ENSG00000159403,C1R,0.004907004758029637,0.4772071157814297,0.8433750689014942,0.0028107781195547362,-0.4772071157814297,0.8433750689014942
ENSG00000139178,C1RL,0.03833597467210654,-0.8809033154125774,0.02506346731008158,0.0702694529888684,0.8809033154125774,0.02506346731008158
ENSG00000205885,C1RL-AS1,0.024535023790148183,-0.07776064464188792,1,0.025297003075992624,0.07776064464188792,1
ENSG00000139194,RBP5,0.0003066877973768523,-0.6102557254689085,1,0,0.6102557254689085,1
ENSG00000256967,AC018653.3,0.0012267511895074092,0.7116723694184532,0.8158146143260909,0,-0.7116723694184532,0.8158146143260909
ENSG00000139182,CLSTN3,0.06164424727274731,2.3475160391417935,0.0000016396802264270022,0.011243112478218945,-2.3475160391417935,0.0000016396802264270022
